Curated Document;Sample Id;Document Id;Document title (sv);Document title (en);Req ID;Section titles (sv);Section titles (en);Requirement text (sv);Requirement text (en);Advice (sv);Advice (en);Span;SB11 table;SB11 code;SB11 en_name;SB11 sv_name;CoClass table;CoClass code;CoClass en_name;CoClass sv_name
./data/after_check_20220412/A_2nd.tsv;47;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44181;9 Bergkonstruktioner# 9.1 Utformning# 9.1.3 Bergbult# 9.1.3.1 Bärförmåga;9 Mountain constructions# 9.1 Design# 9.1.3 Mountain bump# 9.1.31. Carrying capacity;Bergbultar ingående i bärande huvudsystem ska ha en stångdiameter på minst 20 mm.;Mountain bolts included in the main load-bearing system must have a minimum bar diameter of 20 mm.;;;main load-bearing system;Byggdelar;21CB;Support structures in tunnel;Bärverk i tunnel;Konstruktiva-system#Grundfunktioner-och-Komponenter;BM#UJ;Tunnel structure#structural holding object in curved form;Bärande huvudsystem i tunnel#Byggkonstruktiv båge
./data/after_check_20220412/A_2nd.tsv;48;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44255;10 Betong- och stålkonstruktioner# 10.2 Utformning# 10.2.4   Beständighet# 10.2.4.1 Betongkonstruktioner# 10.2.4.1.1  Allmänt;10 Concrete and steel structures# 10.2 Design# 10.2.4 Durability# 10.2.4.1 Concrete structures# 10.2.4.1.1 General;Värden för täckande betongskikt, spricksäkerhet och sprickbredd ska väljas enligtSS-EN 1992-2;The values for the covering concrete layer, crack resistance and crack width shall be selected according to SS-EN 1992-2;;;covering concrete layer;Byggdelar;17D;Rock reinforcement with shotcrete;Bergförstärkning med sprutbetong;Grundfunktioner-och-Komponenter#Grundfunktioner-och-Komponenter;NCB#UMJ;wall covering#Concrete lining;Väggbeklädnad#Betonglining
./data/after_check_20220412/A_2nd.tsv;48;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44255;10 Betong- och stålkonstruktioner# 10.2 Utformning# 10.2.4   Beständighet# 10.2.4.1 Betongkonstruktioner# 10.2.4.1.1  Allmänt;10 Concrete and steel structures# 10.2 Design# 10.2.4 Durability# 10.2.4.1 Concrete structures# 10.2.4.1.1 General;Värden för täckande betongskikt, spricksäkerhet och sprickbredd ska väljas enligtSS-EN 1992-2;The values for the covering concrete layer, crack resistance and crack width shall be selected according to SS-EN 1992-2;;;crack;DCAT;z;No Available Code;ingen tillgänglig kod;DCAT;z;No Available Code;ingen tillgänglig kod
./data/after_check_20220412/A_2nd.tsv;48;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44255;10 Betong- och stålkonstruktioner# 10.2 Utformning# 10.2.4   Beständighet# 10.2.4.1 Betongkonstruktioner# 10.2.4.1.1  Allmänt;10 Concrete and steel structures# 10.2 Design# 10.2.4 Durability# 10.2.4.1 Concrete structures# 10.2.4.1.1 General;Värden för täckande betongskikt, spricksäkerhet och sprickbredd ska väljas enligtSS-EN 1992-2;The values for the covering concrete layer, crack resistance and crack width shall be selected according to SS-EN 1992-2;;;The values for the covering concrete layer , crack resistance and crack width shall be selected according to SS-EN 1992 - 2 : 2005 .;Byggdelar;18B;Concrete tunnel;Betongtunnel;Tillgångssystem;1DC;Concrete tunnel structure;Betongtunnelkonstruktion
./data/after_check_20220412/A_3rd.tsv;50;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44348;11 Installationer i vägtunnlar# 11.5 Ventilation# 11.5.2 Design# 11.5.2.3 Outdoor air intake;11 Installations in road tunnels# 11.5 Ventilation# 11.5.2 Utformning# 11.5.2.3 Uteluftintag;Luftintagsgaller ska vara utformat och placerat så att föroreningar, vatten, snö, löv och skräp etc. inte kan sugas in eller täppa till intagsöppningarna.;Air intake grilles must be designed and positioned so that contaminants, water, snow, leaves and debris, etc. cannot be sucked in or block the intake openings.;;;Air intake grilles;DCAT;z;No Available Code;ingen tillgänglig kod;Grundfunktioner-och-Komponenter;FQA;protective mesh;Skyddsnät
./data/after_check_20220412/A_3rd.tsv;50;TRVINFRA-00233;Tunnel / Tunnelbyggande;Tunnel / Tunnel construction;K44348;11 Installationer i vägtunnlar# 11.5 Ventilation# 11.5.2 Design# 11.5.2.3 Outdoor air intake;11 Installations in road tunnels# 11.5 Ventilation# 11.5.2 Utformning# 11.5.2.3 Uteluftintag;Luftintagsgaller ska vara utformat och placerat så att föroreningar, vatten, snö, löv och skräp etc. inte kan sugas in eller täppa till intagsöppningarna.;Air intake grilles must be designed and positioned so that contaminants, water, snow, leaves and debris, etc. cannot be sucked in or block the intake openings.;;;Air intake grilles must be designed and positioned so that contaminants , water , snow , leaves and debris , etc . cannot be sucked in or block the intake openings .;Byggdelar;57B;General ventilation systems;Allmänventilationssystem;Tillgångssystem#Konstruktiva-system;2JCC#JJF;Tunnel ventilation system#Outdoor air system;Tunnelventilationssystem#Uteluftssystem
./data/after_check_20220412/A_3rd.tsv;52;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K212163;6 Fysisk utformning - Placering av yttre objekt# 6.3 Hägnad# 6.3.1 När hägnad ska finnas;6 Physical design - Location of external objects# 6.3 Fencing# 6.3.1 Where fencing should be provided;En plankorsning försedd med helbommar ska vara försedd med hägnad i de fall gång- och eller cykeltrafik är vanligen förekommande.;;;;hägnad;Byggdelar;32QDB;Fencing for people;Personstängsel;Grundfunktioner-och-Komponenter;RUA;fence;Barriär
./data/after_check_20220412/A_3rd.tsv;52;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K212163;6 Fysisk utformning - Placering av yttre objekt# 6.3 Hägnad# 6.3.1 När hägnad ska finnas;6 Physical design - Location of external objects# 6.3 Fencing# 6.3.1 Where fencing should be provided;En plankorsning försedd med helbommar ska vara försedd med hägnad i de fall gång- och eller cykeltrafik är vanligen förekommande.;Air intake grilles must be designed and positioned so that contaminants, water, snow, leaves and debris, etc. cannot be sucked in or block the intake openings.;;;gång - och eller cykeltrafik;Byggdelar;31BG;Pedestrian and bicycle paths;Gång- och cykelbanor;Tillgångssystem;1ADD;Foot and/or bicycle path;Gång- och/eller cykelbana
./data/after_check_20220412/A_3rd.tsv;52;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K212163;6 Fysisk utformning - Placering av yttre objekt# 6.3 Hägnad# 6.3.1 När hägnad ska finnas;6 Physical design - Location of external objects# 6.3 Fencing# 6.3.1 Where fencing should be provided;En plankorsning försedd med helbommar ska vara försedd med hägnad i de fall gång- och eller cykeltrafik är vanligen förekommande.;A level crossing shall be equipped with road barriers where the reference speed of the road is 60 km/h or higher.;;;A level crossing;DCAT;z;No Available Code;ingen tillgänglig kod;DCAT;z;No Available Code;ingen tillgänglig kod
./data/after_check_20220412/A_3rd.tsv;52;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K212163;6 Fysisk utformning - Placering av yttre objekt# 6.3 Hägnad# 6.3.1 När hägnad ska finnas;6 Physical design - Location of external objects# 6.3 Fencing# 6.3.1 Where fencing should be provided;En plankorsning försedd med helbommar ska vara försedd med hägnad i de fall gång- och eller cykeltrafik är vanligen förekommande.;A level crossing shall be equipped with road barriers where the reference speed of the road is 60 km/h or higher.;;;road barriers;Byggdelar#Landskapsinformation;32BDB#VAGVBO;Bars#Road boom;Bommar#Vägbom;Tillgångssystem#Grundfunktioner-och-Komponenter#Konstruktiva-system;3TCB#RU#LH;Shutdown equipment#access restricting object#Traffic control system;Fysiska avstängningsanordningar för trafik#Tillträdesbegränsande objekt#Trafikavstängningar
./data/after_check_20220412/A_3rd.tsv;55;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K218129;6 Fysisk utformning - Placering av yttre objekt# 6.7  Antal ljudsignaler och placering# 6.7.1 När ljudsignaler ska finnas;6 Physical design - Location of external objects# 6.7 Number and location of audible signals# 6.7.1 When audio signals should be present;Ljudsignaler ska finnas när skyddsalternativet är helbommar, halvbommar, ljudsignaler samt ljus- och ljudsignaler.;Audible signals shall be provided when the protection option is full beams, half beams, audible signals and light and audible signals.;;;Requirement text;Byggdelar;84BBH;Road protection systems;System för vägskydd;Tillgångssystem;3TBL;Road protection facility;Vägskyddsanläggning
./data/after_check_20220412/A_3rd.tsv;55;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K218129;6 Fysisk utformning - Placering av yttre objekt# 6.7  Antal ljudsignaler och placering# 6.7.1 När ljudsignaler ska finnas;6 Physical design - Location of external objects# 6.7 Number and location of audible signals# 6.7.1 When audio signals should be present;Ljudsignaler ska finnas när skyddsalternativet är helbommar, halvbommar, ljudsignaler samt ljus- och ljudsignaler.;Audible signals shall be provided when the protection option is full beams, half beams, audible signals and light and audible signals.;;;Audible signals;Landskapsinformation;JVGJLS;Sound/Light signal;Ljud/Ljussignal;Konstruktiva-system;MAB;Warning system with sound or light signal;Varningssystem med ljud- eller ljussignal
./data/after_check_20220412/A_3rd.tsv;55;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K218129;6 Fysisk utformning - Placering av yttre objekt# 6.7  Antal ljudsignaler och placering# 6.7.1 När ljudsignaler ska finnas;6 Physical design - Location of external objects# 6.7 Number and location of audible signals# 6.7.1 When audio signals should be present;Ljudsignaler ska finnas när skyddsalternativet är helbommar, halvbommar, ljudsignaler samt ljus- och ljudsignaler.;Audible signals shall be provided when the protection option is full beams, half beams, audible signals and light and audible signals.;;;full beams , half beams;Landskapsinformation#Byggdelar;VAGVBO#32BDB;Road boom#Bars;Vägbom#Bommar;Tillgångssystem#Grundfunktioner-och-Komponenter#Konstruktiva-system;3TCB#RU#LH;Shutdown equipment#access restricting object#Traffic control system;Fysiska avstängningsanordningar för trafik#Tillträdesbegränsande objekt#Trafikavstängningar
./data/after_check_20220412/A_3rd.tsv;55;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K218129;6 Fysisk utformning - Placering av yttre objekt# 6.7  Antal ljudsignaler och placering# 6.7.1 När ljudsignaler ska finnas;6 Physical design - Location of external objects# 6.7 Number and location of audible signals# 6.7.1 When audio signals should be present;Ljudsignaler ska finnas när skyddsalternativet är helbommar, halvbommar, ljudsignaler samt ljus- och ljudsignaler.;Audible signals shall be provided when the protection option is full beams, half beams, audible signals and light and audible signals.;;;audible signals and light and audible signals;Landskapsinformation;JVGJLS;Sound/Light signal;Ljud/Ljussignal;Konstruktiva-system;MAB;Warning system with sound or light signal;Varningssystem med ljud- eller ljussignal
./data/after_check_20220412/A_3rd.tsv;56;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K123725;6 Fysisk utformning - Placering av yttre objekt# 6.9 Bommar# 6.9.1 När bommar ska finnas;6 Physical design - Location of external objects# 6.9 Booms# 6.9.1 When booms should be present;En halvbom får inte finnas där enbart gång- och eller cykeltrafik förekommer.;A half-boom may not be located where there is only pedestrian or bicycle traffic.;;;Requirement text ( en );DCAT;z;No Available Code;ingen tillgänglig kod;Tillgångssystem;3TBE;Pedestrian and bicycle traffic signal system;Gång- och cykeltrafiksignalssystem
./data/after_check_20220412/A_3rd.tsv;56;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K123725;6 Fysisk utformning - Placering av yttre objekt# 6.9 Bommar# 6.9.1 När bommar ska finnas;6 Physical design - Location of external objects# 6.9 Booms# 6.9.1 When booms should be present;En halvbom får inte finnas där enbart gång- och eller cykeltrafik förekommer.;A half-boom may not be located where there is only pedestrian or bicycle traffic.;;;half-boom;Landskapsinformation#Byggdelar;VAGVBO#32BDB;Road boom#Bars;Vägbom#Bommar;Grundfunktioner-och-Komponenter#Konstruktiva-system#Tillgångssystem;RU#LH#3TCB;access restricting object#Traffic control system#Shutdown equipment;Tillträdesbegränsande objekt#Trafikavstängningar#Fysiska avstängningsanordningar för trafik
./data/after_check_20220412/A_3rd.tsv;56;TRVINFRA-00304;Signalsystem  / Plankorsningar;Signalling system / Level crossings;K123725;6 Fysisk utformning - Placering av yttre objekt# 6.9 Bommar# 6.9.1 När bommar ska finnas;6 Physical design - Location of external objects# 6.9 Booms# 6.9.1 When booms should be present;En halvbom får inte finnas där enbart gång- och eller cykeltrafik förekommer.;A half-boom may not be located where there is only pedestrian or bicycle traffic.;;;pedestrian or bicycle traffic;Byggdelar;31BG;Pedestrian and bicycle paths;Gång- och cykelbanor;Tillgångssystem;1ADD;Foot and/or bicycle path;Gång- och/eller cykelbana
./data/after_check_20220412/A_3rd.tsv;62;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K125648;5 Signaler# 5.2 Montage av signaler# 5.2.2 Montage i kontaktledningsstolpe;5 Signals# 5.2 Mounting of signals# 5.2.2 Mounting in contact line pole;En signal i en kontaktledningsbrygga ska vara försedd med märkskylt och eventuell tilläggsskylt, enligt fastställda ritningar.;A signal in a contact line bridge shall be provided with a nameplate and any additional sign, according to the established drawings.;;;Requirement text ( en );Byggdelar;32DC;Signs for electrical contact line systems;Skyltning för kontaktledningssystem;Konstruktiva-system;ME;Sign system;Skyltsystem
./data/after_check_20220412/A_3rd.tsv;62;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K125648;5 Signaler# 5.2 Montage av signaler# 5.2.2 Montage i kontaktledningsstolpe;5 Signals# 5.2 Mounting of signals# 5.2.2 Mounting in contact line pole;En signal i en kontaktledningsbrygga ska vara försedd med märkskylt och eventuell tilläggsskylt, enligt fastställda ritningar.;A signal in a contact line bridge shall be provided with a nameplate and any additional sign, according to the established drawings.;;;contact line bridge;Byggdelar;61RB;Electrical contact line bridges;Kontaktledningsbryggor;Grundfunktioner-och-Komponenter;UB;carrying object;Uppbärande objekt
./data/after_check_20220412/A_3rd.tsv;62;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K125648;5 Signaler# 5.2 Montage av signaler# 5.2.2 Montage i kontaktledningsstolpe;5 Signals# 5.2 Mounting of signals# 5.2.2 Mounting in contact line pole;En signal i en kontaktledningsbrygga ska vara försedd med märkskylt och eventuell tilläggsskylt, enligt fastställda ritningar.;A signal in a contact line bridge shall be provided with a nameplate and any additional sign, according to the established drawings.;;;nameplate and any additional sign;DCAT;z;No Available Code;ingen tillgänglig kod;Grundfunktioner-och-Komponenter;PHD;sign;Skylt
./data/after_check_20220412/A_3rd.tsv;65;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K125809;8 Plankorsningar# 8.1 Montage av objekt# 8.1.4 Ljudsignaler;8 Level crossings# 8.1 Assembly of objects# 8.1.4 Audio signals;Mekanisk ljudsignal ska vara monterad lodrätt, med max 7° avvikelse från lodlinjen.;The mechanical sound signal must be mounted vertically, with a maximum deviation of 7° from the vertical.;;;The mechanical sound signal;Landskapsinformation;JVGJLS;Sound/Light signal;Ljud/Ljussignal;Konstruktiva-system#Grundfunktioner-och-Komponenter;MCD#EV;Sound signal system#acoustic wave emitting object;System med ljudsignaler#Ljudavgivande objekt
./data/after_check_20220412/A_3rd.tsv;70;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K126121;13 Kablar och kopplingsledningar# 13.2 Förläggning av signalkablar;13 Cables and wiring# 13.2 Laying of signal cables;På fundament för kontaktledningsstolpe ska signalkabeln vara skyddad av kabelskydd som fästs med skruvklammer på fundament och stolpe.;On the foundation of the contact line pole, the signal cable shall be protected by cable protection attached with screw clamps to the foundation and pole.;;;the foundation;Landskapsinformation;BYGFUN;Foundation;Fundament;Konstruktiva-system;CJ;"Foundation and ground
support construction";Fundament- och markstödskonstruktion
./data/after_check_20220412/A_3rd.tsv;70;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K126121;13 Kablar och kopplingsledningar# 13.2 Förläggning av signalkablar;13 Cables and wiring# 13.2 Laying of signal cables;På fundament för kontaktledningsstolpe ska signalkabeln vara skyddad av kabelskydd som fästs med skruvklammer på fundament och stolpe.;On the foundation of the contact line pole, the signal cable shall be protected by cable protection attached with screw clamps to the foundation and pole.;;;contact line pole;Landskapsinformation#Byggdelar;JVGJKS#61CBC;Electricity Contact line pole#Electricity contact line poles;Kontaktledningsstolpe#Kontaktledningsstolpar;Grundfunktioner-och-Komponenter;UBD;mast;Stolpe
./data/after_check_20220412/A_3rd.tsv;70;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K126121;13 Kablar och kopplingsledningar# 13.2 Förläggning av signalkablar;13 Cables and wiring# 13.2 Laying of signal cables;På fundament för kontaktledningsstolpe ska signalkabeln vara skyddad av kabelskydd som fästs med skruvklammer på fundament och stolpe.;On the foundation of the contact line pole, the signal cable shall be protected by cable protection attached with screw clamps to the foundation and pole.;;;signal cable;Landskapsinformation#Byggdelar;JVGSIG#62C;Signal cable#Electricity and telecommunications cables, etc.;Signalkabel#El- och telekablar m m;Grundfunktioner-och-Komponenter;WG;electric signal guiding object;Elsignalledande objekt
./data/after_check_20220412/A_3rd.tsv;70;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K126121;13 Kablar och kopplingsledningar# 13.2 Förläggning av signalkablar;13 Cables and wiring# 13.2 Laying of signal cables;På fundament för kontaktledningsstolpe ska signalkabeln vara skyddad av kabelskydd som fästs med skruvklammer på fundament och stolpe.;On the foundation of the contact line pole, the signal cable shall be protected by cable protection attached with screw clamps to the foundation and pole.;;;cable protection;Byggdelar;61NB;Cable protection;Kabelskydd;Grundfunktioner-och-Komponenter;F;protecting object;Skyddande objekt
./data/after_check_20220412/A_3rd.tsv;70;TRVINFRA-00307;Signalsystem / Byggnation;Signalling system / Construction;K126121;13 Kablar och kopplingsledningar# 13.2 Förläggning av signalkablar;13 Cables and wiring# 13.2 Laying of signal cables;På fundament för kontaktledningsstolpe ska signalkabeln vara skyddad av kabelskydd som fästs med skruvklammer på fundament och stolpe.;On the foundation of the contact line pole, the signal cable shall be protected by cable protection attached with screw clamps to the foundation and pole.;;;screw clamps;DCAT;z;No Available Code;ingen tillgänglig kod;Grundfunktioner-och-Komponenter;UAH;clamp;Klämma
./data/after_check_20220412/A_3rd.tsv;78;TRVINFRA-00008;Ban- och stationsutformning / Personskydd mot järnväg;Track and station design / Personal protection against rail;K29510;6 Material och utförande# 6.3 Markanläggning;6 Materials and workmanship# 6.3 Ground facilities;Betongfundaments överkant ska utföras med fall för vattenavrinning.;The top of the concrete foundation must be provided with a water drainage trap.;;;concrete foundation;Landskapsinformation#Byggdelar;BYGFUN#15BT;Foundation#Foundations in basic construction;Fundament#Fundament i grundkonstruktion;Konstruktiva-system;CJ;"Foundation and ground
support construction";Fundament- och markstödskonstruktion
./data/after_check_20220412/A_3rd.tsv;83;TRVINFRA-00018;Banöverbyggnad / Spårkomponenter;Superstructure / Track components;K37558;9   Dilatationsanordning# 9.1 Placering av dilatationsanordning# 9.1.1 Allmänt;9 Dilation device# 9.1 Placement of dilatation device# 9.1.1 General;Dilatationsanordning ska placeras så att tungspets pekar mot bron. Se figur K9.1.;The dilatation device must be positioned so that the tip of the tongue points towards the bridge. See figure K9.1.;;;The dilatation device;Landskapsinformation;JVGDIL;Dilatation device;Dilatationsanordning;Grundfunktioner-och-Komponenter;UPC;Dilation device;Dilatationsanordning
./data/after_check_20220412/A_3rd.tsv;83;TRVINFRA-00018;Banöverbyggnad / Spårkomponenter;Superstructure / Track components;K37558;9   Dilatationsanordning# 9.1 Placering av dilatationsanordning# 9.1.1 Allmänt;9 Dilation device# 9.1 Placement of dilatation device# 9.1.1 General;Dilatationsanordning ska placeras så att tungspets pekar mot bron. Se figur K9.1.;The dilatation device must be positioned so that the tip of the tongue points towards the bridge. See figure K9.1.;;;tip of the tongue;Byggdelar#Landskapsinformation;33BBEE#JVGTSB;Tongue tip#Tongue tip;Tungspets#Tungspets;DCAT;z;No Available Code;ingen tillgänglig kod
./data/after_check_20220412/A_3rd.tsv;83;TRVINFRA-00018;Banöverbyggnad / Spårkomponenter;Superstructure / Track components;K37558;9   Dilatationsanordning# 9.1 Placering av dilatationsanordning# 9.1.1 Allmänt;9 Dilation device# 9.1 Placement of dilatation device# 9.1.1 General;Dilatationsanordning ska placeras så att tungspets pekar mot bron. Se figur K9.1.;The dilatation device must be positioned so that the tip of the tongue points towards the bridge. See figure K9.1.;;;bridge;Byggdelar#Landskapsinformation;31J#BYGBRO;Superstructures for railway bridges#Bridge;Överbyggnader för järnvägsbro#Bro;Tillgångssystem;1C;Bridge structure;Brokonstruktion
./data/after_check_20220412/A_3rd.tsv;84;TRVINFRA-00019;Banöverbyggnad / Makadamballast;Superstructure / Macadam Ballast;K38141;5 Krav på makadamballast# 5.3 Makadamballast klass I# 5.3.1 Geometriska krav# 5.3.1.1Kornstorleksfördelning;5 Macadam ballast requirements# 5.3 Macadam ballast class I# 5.3.1 Geometrical requirements# 5.3.1.1 Grain size distribution;Kornen i makadamballast ska vara kantiga, vilket kan anses vara uppfyllt om materialet är nyproducerat.;The grains of macadamia ballast must be angular, which can be considered to be fulfilled if the material is newly produced.;;;macadamia ballast;Byggdelar;31CJB;Ballast;Ballast;Konstruktiva-system;DA;Ballasted railway track construction;Ballasterad banöverbyggnad
./data/after_check_20220412/A_4th.tsv;106;TRVINFRA-00009;Ban- och stationsutformning / Ren- och viltstängsel;Track and station design / Reindeer and game fencing;K29733;5 Arbetsmetodik för projektering# 5.2 Utsläpp från spårområde för korsande ren- och viltstråk;5 Work methodology for design# 5.2 Releases from track area for intersecting reindeer and game tracks;Öppnings- och stängningsanordning ska ha en bredd om minst 25 m, se figur K5.3.;The opening and closing device must have a width of at least 25 m, see figure K5.3.;;;Requirement text ( en );Byggdelar;32QDC;Fencing for game and animals;Viltstängsel;Grundfunktioner-och-Komponenter;RUA;fence;Barriär
./data/after_check_20220412/A_4th.tsv;106;TRVINFRA-00009;Ban- och stationsutformning / Ren- och viltstängsel;Track and station design / Reindeer and game fencing;K29733;5 Arbetsmetodik för projektering# 5.2 Utsläpp från spårområde för korsande ren- och viltstråk;5 Work methodology for design# 5.2 Releases from track area for intersecting reindeer and game tracks;Öppnings- och stängningsanordning ska ha en bredd om minst 25 m, se figur K5.3.;The opening and closing device must have a width of at least 25 m, see figure K5.3.;Detta krav ska läsas som komplement till avsnitt avseende bruksnivå i TK Avvattning version 2.0. Med detta krav anses anläggningens brukbarhet inte påverkas.;This requirement must be read as a supplement to the section regarding use level in TK Drainage version 2.0. With this requirement, the usability of the facility is not considered to be affected.;The opening and closing device;Byggdelar;32QG;Gates, gateways etc.;Grindar, portar o d;Tillgångssystem;3SCA;Equipment for protection and access;Skydds- och tillträdesanordningar
./data/after_check_20220412/A_4th.tsv;110;TRVINFRA-00009;Ban- och stationsutformning / Ren- och viltstängsel;Track and station design / Reindeer and game fencing;K29802;7 Uppsättning och montering# 7.3 Stolpe;7 Installation and assembly# 7.3 Post;Avståndet mellan stolparna får inte överstiga 5 m vid val av stängsel med kanttråd 6kN, och horisontalinnertråd 6 kN.;The distance between the posts must not exceed 5 m when choosing a fence with edge wire 6kN and horizontal inner thread 6 kN.;;;posts;Landskapsinformation;ANLSPE;Pillar;Stolpe;Grundfunktioner-och-Komponenter;UBD;mast;Stolpe
./data/after_check_20220412/A_4th.tsv;110;TRVINFRA-00009;Ban- och stationsutformning / Ren- och viltstängsel;Track and station design / Reindeer and game fencing;K29802;7 Uppsättning och montering# 7.3 Stolpe;7 Installation and assembly# 7.3 Post;Avståndet mellan stolparna får inte överstiga 5 m vid val av stängsel med kanttråd 6kN, och horisontalinnertråd 6 kN.;The distance between the posts must not exceed 5 m when choosing a fence with edge wire 6kN and horizontal inner thread 6 kN.;;;fence;Byggdelar;32QDC;Fencing for game and animals;Viltstängsel;Grundfunktioner-och-Komponenter;RUA;fence;Barriär
./data/after_check_20220412/B_1st.tsv;2;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30532;5 Spårgeometriska krav# 5.4 Rälsförhöjning;5 Track geometry requirements# 5.4  Raising the rails;Vid beräkning av hastighet eller kurvradie för spår med växels moträl i innersträng får övre gränsvärde för rälsförhöjningsbrist (hb) enligt tabell 5.2 inte överskridas.;When calculating speed or curve radius for track with switched counter rails in the inner track, the upper limit for rail cant deficiency (hb) according to Table 5.2 shall not be exceeded.;;;curve radius for track;Byggdelar;33BBC;Horizontal geometry;Horisontalgeometri;Grundfunktioner-och-Komponenter;ZBB;Railroad alignment;Spårgeometri
./data/after_check_20220412/B_1st.tsv;2;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30532;5 Spårgeometriska krav# 5.4 Rälsförhöjning;5 Track geometry requirements# 5.4  Raising the rails;Vid beräkning av hastighet eller kurvradie för spår med växels moträl i innersträng får övre gränsvärde för rälsförhöjningsbrist (hb) enligt tabell 5.2 inte överskridas.;When calculating speed or curve radius for track with switched counter rails in the inner track, the upper limit for rail cant deficiency (hb) according to Table 5.2 shall not be exceeded.;;;switched counter rails;Byggdelar;33BH;Diversion devices;Omläggningsanordningar;Grundfunktioner-och-Komponenter;QSB;track switch;Spårväxel
./data/after_check_20220412/B_1st.tsv;2;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30532;5 Spårgeometriska krav# 5.4 Rälsförhöjning;5 Track geometry requirements# 5.4  Raising the rails;Vid beräkning av hastighet eller kurvradie för spår med växels moträl i innersträng får övre gränsvärde för rälsförhöjningsbrist (hb) enligt tabell 5.2 inte överskridas.;When calculating speed or curve radius for track with switched counter rails in the inner track, the upper limit for rail cant deficiency (hb) according to Table 5.2 shall not be exceeded.;;;counter rails;Byggdelar;33BGD;Counter rails;Moträler;DCAT;z;No Available Code;ingen tillgänglig kod
./data/after_check_20220412/B_1st.tsv;2;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30532;5 Spårgeometriska krav# 5.4 Rälsförhöjning;5 Track geometry requirements# 5.4  Raising the rails;Vid beräkning av hastighet eller kurvradie för spår med växels moträl i innersträng får övre gränsvärde för rälsförhöjningsbrist (hb) enligt tabell 5.2 inte överskridas.;When calculating speed or curve radius for track with switched counter rails in the inner track, the upper limit for rail cant deficiency (hb) according to Table 5.2 shall not be exceeded.;;;rail;Byggdelar;33BCBE;Track rails;Spårvägsräl;Grundfunktioner-och-Komponenter;WRA;track;Räl
./data/after_check_20220412/B_1st.tsv;2;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30532;5 Spårgeometriska krav# 5.4 Rälsförhöjning;5 Track geometry requirements# 5.4  Raising the rails;Vid beräkning av hastighet eller kurvradie för spår med växels moträl i innersträng får övre gränsvärde för rälsförhöjningsbrist (hb) enligt tabell 5.2 inte överskridas.;When calculating speed or curve radius for track with switched counter rails in the inner track, the upper limit for rail cant deficiency (hb) according to Table 5.2 shall not be exceeded.;;;the upper limit for rail cant deficiency ( hb );Byggdelar;33BB;Track and switch geometries;Spår- och växelgeometrier;Grundfunktioner-och-Komponenter;ZBB;Railroad alignment;Spårgeometri
./data/after_check_20220412/B_1st.tsv;5;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30636;8 Längdmätning# 8.1 Allmänt om längdmätning;8 Length measurement# 8.1 General information on length measurement;Spårs längdmätning ska avse spårmitt.;Track length measurement shall refer to the track centre;;;Track;Byggdelar;33B;Tracks;Spår;Grundfunktioner-och-Komponenter;WRA;track;Räl
